pl_name,hostname,sy_snum,sy_pnum,discoverymethod,st_spectype,releasedate,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,st_logg
Kepler-45 b,Kepler-45,1,1,Transit,M,2014-05-14,2011,Kepler,2.455239,0.03,10.76,160.497,1000,3820,0.55,0.59,4.7
Kepler-454 b,Kepler-454,2,3,Transit,,2023-04-17,2015,Kepler,10.5737534,0.09528,2.37,5.4,916,5687,1.07,1.03,
Kepler-46 b,Kepler-46,1,3,Transit,,2014-05-14,2012,Kepler,33.60134,0.1968,9.057,1907,543,5155,0.94,0.9,4.45
Kepler-5 b,Kepler-5,1,1,Transit,,2015-10-15,2009,Kepler,3.5484657,0.0538,15.984,670.93913,1750,6297,1.79,1.37,3.96
Kepler-51 b,Kepler-51,1,3,Transit,,2014-05-14,2012,Kepler,45.154,0.2514,7.1,2.1,543,6018,0.94,1.04,4.51
Kepler-51 c,Kepler-51,1,3,Transit,,2014-05-14,2012,Kepler,85.312,0.384,9,4,439,6018,0.94,1.04,4.51
Kepler-51 d,Kepler-51,1,3,Transit,,2014-05-14,2014,Kepler,130.194,0.509,9.7,7.6,381,6018,0.94,1.04,4.51
Kepler-538 b,Kepler-538,2,1,Transit,,2023-04-17,2016,Kepler,81.73778,0.3554,2.215,12.9,417,5534,0.87,0.89,
Kepler-539 b,Kepler-539,1,2,Transit,G2 V,2016-05-10,2016,Kepler,125.63243,0.4988,8.373,308.2951,388,5820,0.95,1.05,4.5
Kepler-553 b,Kepler-553,1,2,Transit,,2024-04-15,2016,Kepler,4.030467,0.04766,4.741,116.00737,1089,5191,0.9,0.89,4.48
Kepler-553 c,Kepler-553,1,2,Transit,,2024-04-15,2016,Kepler,328.24017,0.898,11.579,2129.45033,251,5191,0.9,0.89,4.48
Kepler-6 b,Kepler-6,1,1,Transit,,2015-10-15,2009,Kepler,3.2346996,0.04852,14.617,212.31044,1460,5647,1.39,1.21,4.24
Kepler-62 b,Kepler-62,1,5,Transit,K2 V,2014-05-14,2013,Kepler,5.714932,0.0553,1.31,9,750,4925,0.64,0.69,4.68
Kepler-62 c,Kepler-62,1,5,Transit,K2 V,2014-05-14,2013,Kepler,12.4417,0.0929,0.54,4,578,4925,0.64,0.69,4.68
Kepler-62 d,Kepler-62,1,5,Transit,K2 V,2014-05-14,2013,Kepler,18.16406,0.12,1.95,14,510,4925,0.64,0.69,4.68
Kepler-62 e,Kepler-62,1,5,Transit,K2 V,2014-05-14,2013,Kepler,122.3874,0.427,1.61,36,270,4925,0.64,0.69,4.68
Kepler-62 f,Kepler-62,1,5,Transit,K2 V,2014-05-14,2013,Kepler,267.291,0.718,1.41,35,208,4925,0.64,0.69,4.68
Kepler-68 b,Kepler-68,2,4,Transit,,2023-04-17,2013,Kepler,5.39875259,0.06135,2.357,8.03,1275,5847,1.26,1.06,
Kepler-68 c,Kepler-68,2,4,Transit,,2023-04-17,2013,Kepler,9.605027,0.09008,0.979,1.3,1052,5847,1.26,1.06,
Kepler-7 b,Kepler-7,1,1,Transit,,2015-10-15,2009,Kepler,4.8854892,0.06067,18.181,140.16303,1630,5933,1.97,1.36,3.98
Kepler-74 b,Kepler-74,1,1,Transit,F8 V,2015-01-29,2013,Kepler,7.340711,0.0781,10.76,200.22,1078,6000,1.12,1.18,4.44
Kepler-75 b,Kepler-75,1,1,Transit,K0 V,2015-01-29,2013,Kepler,8.8849116,0.0818,11.77,3209.9,767,5200,0.89,0.91,4.5
Kepler-76 b,Kepler-76,1,1,Orbital Brightness Modulation,,2015-10-15,2013,Kepler,1.5449298,0.0274,15.244,638.8383,2140,6409,1.32,1.2,4.2
Kepler-77 b,Kepler-77,1,1,Transit,G5 V,2014-05-14,2013,Kepler,3.57878087,0.04501,10.761,136.661,1440,5520,0.99,0.95,4.42
Kepler-78 b,Kepler-78,2,1,Transit,,2023-04-17,2013,Kepler,0.35500745,0.00901,1.201,1.68,2223,5058,0.75,0.78,
Kepler-8 b,Kepler-8,1,1,Transit,,2015-10-15,2010,Kepler,3.5224991,0.0474,15.872,187.5197,1680,6213,1.49,1.21,4.17
Kepler-849 b,Kepler-849,1,1,Transit,,2024-04-15,2016,Kepler,394.62508,1.137,8.082,298.7587,363,5950,1.82,1.26,4.02
Kepler-87 b,Kepler-87,1,2,Transit,,2014-05-14,2013,Kepler,114.73635,0.481,13.49,324.2,478,5600,1.82,1.1,3.96
Kepler-87 c,Kepler-87,1,2,Transit,,2014-05-14,2013,Kepler,191.2318,0.676,6.14,6.4,403,5600,1.82,1.1,3.96
Kepler-91 b,Kepler-91,1,1,Transit,,2015-10-15,2013,Kepler,6.24658,0.0731,15.323,257.4423,2040,4550,6.3,1.31,2.95
Kepler-93 b,Kepler-93,1,2,Transit,,2023-04-17,2014,Kepler,4.72673978,0.05343,1.478,4.66,1133,5669,0.92,0.91,
L 168-9 b,L 168-9,1,1,Transit,M1 V,2020-02-13,2020,Transiting Exoplanet Survey Satellite (TESS),1.4015,0.02091,1.39,4.6,965,3800,0.6,0.62,4.04
L 98-59 b,L 98-59,1,4,Transit,M3 V,2021-08-23,2019,Transiting Exoplanet Survey Satellite (TESS),2.2531136,0.02191,0.85,0.4,627,3415,0.3,0.27,4.86
L 98-59 c,L 98-59,1,4,Transit,M3 V,2021-08-23,2019,Transiting Exoplanet Survey Satellite (TESS),3.6906777,0.0304,1.385,2.22,553,3415,0.3,0.27,4.86
L 98-59 d,L 98-59,1,4,Transit,M3 V,2021-08-23,2019,Transiting Exoplanet Survey Satellite (TESS),7.4507245,0.0486,1.521,1.94,416,3415,0.3,0.27,4.86
LHS 1140 b,LHS 1140,1,2,Transit,M4.5 V,2024-03-04,2017,MEarth Project,24.73723,0.0946,1.73,5.6,226,3096,0.22,0.18,5.04
LHS 1140 c,LHS 1140,1,2,Transit,M4.5 V,2024-03-04,2018,Multiple Observatories,3.77794,0.027,1.272,1.91,422,3096,0.22,0.18,5.04
LHS 1478 b,LHS 1478,1,1,Transit,m3 V,2021-04-23,2021,Transiting Exoplanet Survey Satellite (TESS),1.9495378,0.01848,1.242,2.33,595,3381,0.25,0.24,4.87
LP 714-47 b,LP 714-47,1,1,Transit,M0.0 V,2020-12-17,2020,Transiting Exoplanet Survey Satellite (TESS),4.052037,0.0417,4.7,30.8,700,3950,0.58,0.59,4.64
LP 791-18 c,LP 791-18,1,3,Transit,M(6.1 +/- 0.7) V,2023-05-14,2019,Transiting Exoplanet Survey Satellite (TESS),4.9899093,0.02961,2.438,7.1,324,2960,0.18,0.14,5.12
LP 791-18 d,LP 791-18,1,3,Transit,M(6.1 +/- 0.7) V,2023-05-14,2023,Spitzer Space Telescope,2.753436,0.01992,1.032,0.9,396,2960,0.18,0.14,5.12
LP 890-9 b,LP 890-9,1,2,Transit,M6 V,2022-09-14,2022,Transiting Exoplanet Survey Satellite (TESS),2.7299025,0.01875,1.32,13.2,396,2850,0.16,0.12,5.13
LP 890-9 c,LP 890-9,1,2,Transit,M6 V,2022-09-14,2022,SPECULOOS Southern Observatory,8.457463,0.03984,1.367,25.3,272,2850,0.16,0.12,5.13
LTT 1445 A c,LTT 1445 A,3,2,Transit,,2022-01-24,2022,Transiting Exoplanet Survey Satellite (TESS),3.1239035,0.02661,1.147,1.54,508,3340,0.27,0.26,
LTT 3780 b,LTT 3780,2,2,Transit,,2024-03-26,2020,Transiting Exoplanet Survey Satellite (TESS),0.76837931,0.01195,1.325,2.46,903,3358,0.38,0.38,4.85
LTT 3780 c,LTT 3780,2,2,Transit,,2024-03-26,2020,Transiting Exoplanet Survey Satellite (TESS),12.252284,0.0757,2.39,8.04,359,3358,0.38,0.38,4.85
LTT 9779 b,LTT 9779,1,1,Transit,G7 V,2020-09-24,2020,Transiting Exoplanet Survey Satellite (TESS),0.792052,0.01679,4.72,29.32,1978,5443,0.95,0.77,4.35
MASCARA-4 b,MASCARA-4,2,1,Transit,A7 V,2020-03-19,2020,Multiple Observatories,2.82406,0.047,17.15,985.273,2100,7800,1.92,1.75,4.1
NGTS-1 b,NGTS-1,1,1,Transit,M0.5,2017-11-09,2017,Paranal Observatory,2.647298,0.0326,14.908,258.07796,790,3916,0.57,0.62,4.71
NGTS-10 b,NGTS-10,1,1,Transit,K5 V,2020-03-19,2020,Paranal Observatory,0.7668944,0.0143,13.507,687.14846,1332,4600,0.7,0.7,4.59
NGTS-11 b,NGTS-11,1,1,Transit,K,2020-07-09,2020,Transiting Exoplanet Survey Satellite (TESS),35.45533,0.201,9.158,109.33352,435,5050,0.83,0.86,4.5
NGTS-12 b,NGTS-12,1,1,Transit,G,2020-10-22,2020,Paranal Observatory,7.532806,0.0757,11.747,66.10864,1257,5690,1.59,1.02,4.04
NGTS-13 b,NGTS-13,1,1,Transit,,2021-02-11,2021,Paranal Observatory,4.119027,0.0549,12.801,1538.2972,1605,5819,1.79,1.3,4.04
NGTS-14 A b,NGTS-14 A,2,1,Transit,K1 V,2021-03-04,2021,Paranal Observatory,3.5357173,0.0403,4.977,29.24036,1143,5187,0.84,0.9,4.2
NGTS-15 b,NGTS-15,1,1,Transit,G6 V,2021-04-23,2021,Paranal Observatory,3.27623,0.0441,12.33,238.68913,1146,5600,0.95,0.99,4.4
NGTS-16 b,NGTS-16,1,1,Transit,G7 V,2021-04-23,2021,Paranal Observatory,4.84532,0.0523,14.572,211.99155,1177,5550,1.21,1,4.35
NGTS-17 b,NGTS-17,1,1,Transit,G4 V,2021-04-23,2021,Paranal Observatory,3.24253,0.0391,13.899,242.8209,1457,5650,1.34,1.02,4
NGTS-18 b,NGTS-18,1,1,Transit,G5 V,2021-04-23,2021,Paranal Observatory,3.05125,0.0448,13.563,129.99182,1381,5610,1.39,1,4.16
NGTS-2 b,NGTS-2,1,1,Transit,F5 V,2018-10-04,2018,Paranal Observatory,4.511164,0.063,17.878,235.1942,1468,6478,1.7,1.64,4.2
NGTS-20 b,NGTS-20,1,1,Transit,G1 IV,2022-07-12,2022,Transiting Exoplanet Survey Satellite (TESS),54.18915,0.313,11.994,947.12865,688,5980,1.78,1.47,3.8
NGTS-21 b,NGTS-21,1,1,Transit,K3 V,2022-10-18,2022,Paranal Observatory,1.5433897,0.0236,14.908,750.07504,1357,4660,0.86,0.72,4.63
NGTS-23 b,NGTS-23,1,1,Transit,F9 V,2022-11-14,2022,Next-Generation Transit Survey (NGTS),4.0764326,0.0504,14.202,194.82881,1327,6057,1.24,1.01,4.04
NGTS-24 b,NGTS-24,1,1,Transit,G2 IV,2022-11-14,2022,Next-Generation Transit Survey (NGTS),3.4678796,0.0479,13.608,165.27077,1499,5820,1.64,1.26,4.09
NGTS-25 b,NGTS-25,1,1,Transit,K0 V,2023-01-04,2022,Next-Generation Transit Survey (NGTS),2.823093,0.0388,11.467,203.09235,1101,5321,0.86,0.91,4.48
NGTS-26 b,NGTS-26,1,1,Transit,,2024-06-10,2024,Next-Generation Transit Survey (NGTS),4.5199279,0.049,14.886,92.80589,1331,5550,1.16,0.96,4.1
NGTS-27 b,NGTS-27,1,1,Transit,,2024-06-10,2024,Transiting Exoplanet Survey Satellite (TESS),3.3704181,0.0446,15.648,188.47225,1783,5700,1.77,1.07,4.05
NGTS-30 b,NGTS-30,1,1,Transit,,2024-04-15,2024,Transiting Exoplanet Survey Satellite (TESS),98.29838,0.408,10.402,305.11527,500,5455,0.91,0.94,4.3
NGTS-4 b,NGTS-4,1,1,Transit,,2019-05-16,2019,Paranal Observatory,1.3373508,0.019,3.18,20.6,1650,5143,0.84,0.75,4.5
NGTS-5 b,NGTS-5,1,1,Transit,K2 V,2019-05-16,2019,Paranal Observatory,3.3569866,0.0382,12.733,72.78307,952,4987,0.74,0.66,4.52
NGTS-6 b,NGTS-6,1,1,Transit,,2019-09-26,2019,Paranal Observatory,0.882059,0.01677,14.863,425.57437,1284,4730,0.75,0.77,4.7
NGTS-8 b,NGTS-8,1,1,Transit,K0 V,2019-11-21,2019,Paranal Observatory,2.4997,0.035,12.218,295.5819,1345,5241,0.98,0.89,4.41
NGTS-9 b,NGTS-9,1,1,Transit,F8 V,2019-11-21,2019,Paranal Observatory,4.43527,0.058,11.994,921.707,1448,6330,1.38,1.34,4.37
OGLE-TR-132 b,OGLE-TR-132,1,1,Transit,,2014-10-29,2004,OGLE,1.689868,0.03035,13.45,375.02,2013,6210,1.32,1.3,4.31
OGLE-TR-56 b,OGLE-TR-56,1,1,Transit,,2022-03-16,2002,OGLE,1.2119189,0.02383,15.278,441.77,2212,6050,,,
PDS 70 b,PDS 70,1,2,Imaging,,2020-07-09,2018,Paranal Observatory,,20,30.488,953.49,1204,3972,,,
PDS 70 c,PDS 70,1,2,Imaging,,2020-07-09,2019,European Southern Observatory,,34,22.866,635.66,995,3972,,,
PH1 b,PH1,4,1,Transit,F,2014-05-14,2012,Kepler,138.317,0.652,6.18,169,481,6407,1.73,1.53,4.14
PH2 b,PH2,1,1,Transit,,2024-04-15,2013,Kepler,282.52542,0.833,9.337,87.08498,295,5734,0.95,0.97,4.47
Qatar-1 b,Qatar-1,1,1,Transit,,2016-09-15,2010,Qatar,1.4200242,0.02332,12.812,411.27202,1418,5013,0.8,0.84,4.55
Qatar-10 b,Qatar-10,1,1,Transit,F7 V,2019-05-02,2019,Qatar,1.645321,0.0286,17.295,233.92288,1955,6124,1.25,1.16,4.3
Qatar-2 b,Qatar-2,1,1,Transit,,2014-11-05,2011,Qatar,1.33711647,0.02153,14.056,792.635,1344,4645,0.78,0.74,4.53
Qatar-3 b,Qatar-3,1,1,Transit,G0 V,2017-04-27,2017,Qatar,2.5079204,0.03783,12.285,1369.8473,1681,6007,1.27,1.15,4.29
Qatar-4 b,Qatar-4,1,1,Transit,K1 V,2017-04-27,2017,Qatar,1.8053564,0.02803,12.722,1938.763,1385,5215,0.85,0.9,4.53
Qatar-5 b,Qatar-5,1,1,Transit,G2 V,2017-04-27,2017,Qatar,2.8792319,0.04127,12.408,1373.0256,1415,5747,1.08,1.13,4.43
Qatar-6 b,Qatar-6,2,1,Transit,K2 V,2019-11-21,2017,Qatar,3.506195,0.0423,11.904,212.31044,1006,5052,0.72,0.82,4.64
Qatar-7 b,Qatar-7,1,1,Transit,F4 V,2020-05-07,2019,Qatar,2.032046,0.0352,19.055,597.5204,2053,6387,1.56,1.41,4.2
Qatar-8 b,Qatar-8,1,1,Transit,G0 V,2019-05-02,2019,Qatar,3.71495,0.0474,14.404,117.91493,1457,5738,1.31,1.03,4.21
Qatar-9 b,Qatar-9,1,1,Transit,K5 V,2019-05-02,2019,Qatar,1.540731,0.0234,11.31,378.2177,1134,4309,0.7,0.72,4.61
TIC 139270665 b,TIC 139270665,1,2,Transit,G2,2024-05-08,2024,Transiting Exoplanet Survey Satellite (TESS),23.624,0.163,7.23,147.15455,703,5844,1.02,1.03,4.44
TIC 237913194 b,TIC 237913194,1,1,Transit,G3,2020-12-17,2020,Transiting Exoplanet Survey Satellite (TESS),15.168865,0.1207,12.52,617.22586,974,5788,1.09,1.03,4.38
TIC 257060897 b,TIC 257060897,1,1,Transit,,2021-10-04,2021,Transiting Exoplanet Survey Satellite (TESS),3.660028,0.051,16.701,212.94503,1762,,1.82,1.32,
TIC 393818343 b,TIC 393818343,1,1,Transit,,2024-06-09,2024,Transiting Exoplanet Survey Satellite (TESS),16.24921,0.1291,12.184,1379.37529,806,5756,1.09,1.08,4.4
TIC 46432937 b,TIC 46432937,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),1.44044527,0.02065,13.316,1017.0509,872,3572,0.53,0.56,4.74
TOI-1052 b,TOI-1052,1,2,Transit,,2023-08-10,2023,Transiting Exoplanet Survey Satellite (TESS),9.139703,0.09103,2.87,16.9,1135,6146,1.26,1.2,4.3
TOI-1062 b,TOI-1062,1,2,Transit,G9 V,2021-08-03,2021,Transiting Exoplanet Survey Satellite (TESS),4.11296,0.052,2.265,10.15,1077,5328,0.84,0.94,4.55
TOI-1064 b,TOI-1064,1,2,Transit,,2022-01-31,2022,Transiting Exoplanet Survey Satellite (TESS),6.443868,0.06152,2.587,13.5,784,4734,0.73,0.75,4.6
TOI-1064 c,TOI-1064,1,2,Transit,,2022-01-31,2022,Transiting Exoplanet Survey Satellite (TESS),12.226574,0.09429,2.651,2.5,634,4734,0.73,0.75,4.6
TOI-1075 b,TOI-1075,1,1,Transit,K9 V/M0 V,2022-11-07,2022,Transiting Exoplanet Survey Satellite (TESS),0.6047328,0.01159,1.791,9.95,1323,3875,0.58,0.6,
TOI-1107 b,TOI-1107,1,1,Transit,F6 V,2022-06-08,2022,Transiting Exoplanet Survey Satellite (TESS),4.0782387,0.0561,14.572,1064.72516,1728,6311,1.81,1.35,4.05
TOI-1130 b,TOI-1130,1,2,Transit,K6-K7,2024-02-05,2020,Transiting Exoplanet Survey Satellite (TESS),4.07445,0.04457,3.56,19.28,632,4350,0.69,0.71,4.62
TOI-1130 c,TOI-1130,1,2,Transit,K6-K7,2024-02-05,2020,Transiting Exoplanet Survey Satellite (TESS),8.350231,0.07191,13.32,325.69,498,4350,0.69,0.71,4.62
TOI-1173 b,TOI-1173,2,1,Transit,G9,2024-08-07,2024,Transiting Exoplanet Survey Satellite (TESS),7.06466,0.0696,9.19,27.4,868,5350,0.93,0.91,4.45
TOI-1174 b,TOI-1174,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),8.953458,0.08,2.506,32,714,5158,0.78,0.84,4.57
TOI-1180 b,TOI-1180,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),9.686753,0.082,3.036,10,638,4804,0.74,0.78,4.59
TOI-1184 b,TOI-1184,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),5.748432,0.056,2.41,6.8,715,4617,0.7,0.73,4.61
TOI-1194 b,TOI-1194,1,1,Transit,,2024-07-22,2023,Transiting Exoplanet Survey Satellite (TESS),2.3106446,0.034,8.717,120,1264,5394,0.96,0.98,4.46
TOI-1199 b,TOI-1199,1,1,Transit,,2024-03-05,2024,Transiting Exoplanet Survey Satellite (TESS),3.671463,0.04988,10.514,75.96099,1486,5710,1.45,1.23,4.19
TOI-1201 b,TOI-1201,2,1,Transit,M2.0 V,2021-09-27,2021,Transiting Exoplanet Survey Satellite (TESS),2.4919863,0.0287,2.415,6.28,703,3476,0.51,0.51,4.8
TOI-1221 b,TOI-1221,1,1,Transit,,2023-05-16,2023,Transiting Exoplanet Survey Satellite (TESS),91.68278,0.387,2.91,1112.39942,440,5592,1.03,0.93,4.38
TOI-1231 b,TOI-1231,1,1,Transit,M3 V,2021-11-09,2021,Transiting Exoplanet Survey Satellite (TESS),24.245586,0.1288,3.65,15.4,330,3553,0.48,0.48,4.77
TOI-1244 b,TOI-1244,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),6.4003,0.061,2.376,6.6,715,4722,0.72,0.75,4.59
TOI-1246 b,TOI-1246,1,4,Transit,K V,2022-05-03,2022,Transiting Exoplanet Survey Satellite (TESS),4.30744,0.049,3.01,8.1,955,5151,0.86,0.87,4.4
TOI-1246 c,TOI-1246,1,4,Transit,,2024-07-22,2022,Transiting Exoplanet Survey Satellite (TESS),5.904137,0.061,2.451,9.1,862,5213,0.86,0.89,4.51
TOI-1246 d,TOI-1246,1,4,Transit,,2024-07-22,2022,Transiting Exoplanet Survey Satellite (TESS),18.654874,0.132,3.431,5.4,588,5213,0.86,0.89,4.51
TOI-1246 e,TOI-1246,1,4,Transit,,2024-07-22,2022,Transiting Exoplanet Survey Satellite (TESS),37.92548,0.212,3.514,14.5,464,5213,0.86,0.89,4.51
TOI-1248 b,TOI-1248,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),4.3601561,0.051,6.808,27.4,952,5205,0.87,0.9,4.51
TOI-1249 b,TOI-1249,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),13.079151,0.109,3.271,11.9,727,5497,0.98,1.01,4.46
TOI-125 b,TOI-125,1,3,Transit,K0 V,2020-02-13,2019,Transiting Exoplanet Survey Satellite (TESS),4.65382,0.05186,2.726,9.5,1037,5320,0.85,0.86,4.52
TOI-125 c,TOI-125,1,3,Transit,K0 V,2020-02-13,2019,Transiting Exoplanet Survey Satellite (TESS),9.15059,0.0814,2.759,6.63,828,5320,0.85,0.86,4.52
TOI-125 d,TOI-125,1,3,Transit,K0 V,2020-02-13,2020,Transiting Exoplanet Survey Satellite (TESS),19.98,0.137,2.93,13.6,638,5320,0.85,0.86,4.52
TOI-1259 A b,TOI-1259 A,2,1,Transit,,2021-07-12,2021,Transiting Exoplanet Survey Satellite (TESS),3.477978,0.0407,11.456,140.16233,963,4775,0.71,0.74,4.61
TOI-1260 b,TOI-1260,1,3,Transit,,2022-12-17,2021,Transiting Exoplanet Survey Satellite (TESS),3.127463,0.0367,2.41,8.56,871,4227,0.67,0.68,4.57
TOI-1260 c,TOI-1260,1,3,Transit,,2022-12-17,2021,Transiting Exoplanet Survey Satellite (TESS),7.493134,0.0657,2.76,13.2,651,4227,0.67,0.68,4.57
TOI-1260 d,TOI-1260,1,3,Transit,,2022-12-17,2022,Transiting Exoplanet Survey Satellite (TESS),16.608164,0.1116,3.12,11.84,499,4227,0.67,0.68,4.57
TOI-1266 b,TOI-1266,1,2,Transit,M3 V,2024-03-25,2020,Transiting Exoplanet Survey Satellite (TESS),10.894841,0.0728,2.62,4.23,425,3618,0.44,0.43,4.79
TOI-1266 c,TOI-1266,1,2,Transit,M3 V,2024-03-25,2020,Transiting Exoplanet Survey Satellite (TESS),18.801611,0.1047,2.13,2.88,354,3618,0.44,0.43,4.79
TOI-1268 b,TOI-1268,1,1,Transit,K1-K2,2022-03-28,2022,Transiting Exoplanet Survey Satellite (TESS),8.1577094,0.0711,9.1,96.4,919,5300,0.92,0.96,4.55
TOI-1269 b,TOI-1269,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),4.2529913,0.0496,2.401,6.4,1005,5499,0.85,0.9,4.53
TOI-1272 b,TOI-1272,1,2,Transit,,2024-07-23,2022,Transiting Exoplanet Survey Satellite (TESS),3.31599,0.0417,4.132,27,975,5065,0.79,0.88,4.58
TOI-1273 b,TOI-1273,1,1,Transit,,2024-03-05,2024,Transiting Exoplanet Survey Satellite (TESS),4.631296,0.0549,11.097,70.55791,1211,5690,1.06,1.06,4.37
TOI-1279 b,TOI-1279,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),9.61419,0.085,2.661,10.6,759,5457,0.84,0.88,4.53
TOI-1288 b,TOI-1288,1,2,Transit,,2024-07-22,2022,Transiting Exoplanet Survey Satellite (TESS),2.6998279,0.0374,4.968,44.1,1203,5388,0.96,0.96,4.45
TOI-1294 b,TOI-1294,1,2,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),3.915292,0.051,10.124,63.9,1393,5718,1.56,1.16,4.12
TOI-1296 b,TOI-1296,1,1,Transit,,2024-07-23,2021,Transiting Exoplanet Survey Satellite (TESS),3.9443736,0.051,14.116,95.3,1415,5567,1.7,1.16,4.04
TOI-1298 b,TOI-1298,1,1,Transit,,2024-07-23,2021,Transiting Exoplanet Survey Satellite (TESS),4.537143,0.057,9.658,99,1278,5752,1.45,1.22,4.19
TOI-132 b,TOI-132,1,1,Transit,G8 V,2020-02-27,2020,Transiting Exoplanet Survey Satellite (TESS),2.1097019,0.026,3.42,22.4,1395,5397,0.9,0.97,4.48
TOI-1333 b,TOI-1333,2,1,Transit,,2021-03-04,2021,Transiting Exoplanet Survey Satellite (TESS),4.720219,0.0626,15.648,753.2571,1679,6274,1.93,1.46,4.03
TOI-1347 b,TOI-1347,1,2,Transit,,2024-03-04,2024,Transiting Exoplanet Survey Satellite (TESS),0.84742346,,1.8,11.1,1400,5464,0.83,0.91,4.64
TOI-1347 c,TOI-1347,1,2,Transit,,2024-03-04,2024,Transiting Exoplanet Survey Satellite (TESS),4.841962,,1.6,6.4,1000,5464,0.83,0.91,4.64
TOI-1386 b,TOI-1386,1,2,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),25.8401,0.173,6.216,45.8,615,5735,1.02,1.04,4.43
TOI-1410.01,TOI-1410,1,2,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),1.21687,0.0207,3.101,12.5,1237,4635,0.76,0.79,4.58
TOI-1411 b,TOI-1411,1,1,Transit,,2024-07-22,2022,Transiting Exoplanet Survey Satellite (TESS),1.4520527,0.02122,1.199,2,976,4115,0.61,0.6,4.64
TOI-1416 b,TOI-1416,1,1,Transit,G9 V,2023-06-12,2023,Transiting Exoplanet Survey Satellite (TESS),1.0697568,0.019,1.62,3.48,1517,4884,0.79,0.8,4.52
TOI-1420 b,TOI-1420,1,1,Transit,,2023-11-06,2023,Transiting Exoplanet Survey Satellite (TESS),6.9561063,0.071,11.89,25.1,957,5510,0.92,0.99,4.5
TOI-1422 b,TOI-1422,1,1,Transit,G2 V,2022-07-18,2022,Transiting Exoplanet Survey Satellite (TESS),12.9972,0.108,3.96,9,867,5840,1.02,0.98,4.41
TOI-1431 b,TOI-1431,1,1,Transit,Am C,2021-10-11,2021,Transiting Exoplanet Survey Satellite (TESS),2.650237,0.046,16.701,991.62463,2370,7690,1.92,1.9,4.15
TOI-1437 b,TOI-1437,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),18.84078,0.139,2.435,10.4,794,5986,1.26,1.01,4.24
TOI-1439 b,TOI-1439,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),27.644,0.192,4.243,38.5,748,5841,1.62,1.23,4.11
TOI-1443 b,TOI-1443,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),23.540678,0.147,2.304,30,521,5224,0.75,0.77,4.56
TOI-1444 b,TOI-1444,1,1,Transit,,2024-07-23,2021,Transiting Exoplanet Survey Satellite (TESS),0.4702743,0.0116,1.418,3.58,2130,5460,0.91,0.95,4.5
TOI-1448 b,TOI-1448,1,1,Transit,,2024-06-10,2024,Transiting Exoplanet Survey Satellite (TESS),8.112245,0.0567,2.749,19.5,426,3412,0.38,0.37,4.85
TOI-1450 A b,TOI-1450 A,2,2,Transit,M3.0 V,2024-06-10,2024,Transiting Exoplanet Survey Satellite (TESS),2.0439274,,1.13,1.258,722,3437,0.48,0.48,4.76
TOI-1451 b,TOI-1451,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),16.537944,0.127,2.611,15.2,723,5801,1.02,1,4.42
TOI-1452 b,TOI-1452,2,1,Transit,M4 &#177 0.5 V,2022-08-30,2022,Transiting Exoplanet Survey Satellite (TESS),11.06201,0.061,1.672,4.82,326,3185,0.28,0.25,4.95
TOI-1467 b,TOI-1467,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),5.97199,0.0495,1.676,9,506,3776,0.46,0.45,4.77
TOI-1468 b,TOI-1468,1,2,Transit,M3.0 V,2022-11-07,2022,Transiting Exoplanet Survey Satellite (TESS),1.8805136,,1.28,3.21,682,3496,0.34,0.34,5
TOI-1468 c,TOI-1468,1,2,Transit,M3.0 V,2022-11-07,2022,Transiting Exoplanet Survey Satellite (TESS),15.532482,,2.064,6.64,338,3496,0.34,0.34,5
TOI-1470 b,TOI-1470,1,2,Transit,M1.5 V,2023-08-07,2023,Transiting Exoplanet Survey Satellite (TESS),2.527093,0.0285,2.18,7.32,734,3709,0.47,0.47,4.77
