pl_name,hostname,sy_snum,sy_pnum,discoverymethod,st_spectype,releasedate,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,st_logg
HD 63433 b,HD 63433,1,3,Transit,,2024-07-23,2020,Transiting Exoplanet Survey Satellite (TESS),7.1079384,0.072,2.164,37.3,886,5634,0.92,0.99,4.51
HD 63433 c,HD 63433,1,3,Transit,,2024-07-23,2020,Transiting Exoplanet Survey Satellite (TESS),20.543847,0.146,2.582,17.2,622,5634,0.92,0.99,4.51
HD 63935 b,HD 63935,1,2,Transit,,2024-07-23,2021,Transiting Exoplanet Survey Satellite (TESS),9.058807,0.083,2.916,10.5,825,5513,0.96,0.94,4.45
HD 63935 c,HD 63935,1,2,Radial Velocity,,2024-07-23,2021,Multiple Observatories,21.4027,0.148,3.065,11.1,620,5513,0.96,0.94,4.45
HD 73344 b,HD 73344,1,1,Transit,F6 V,2024-06-10,2024,K2,15.611,0.131,2.884,10.48,911,6252.6,1.22,1.2,4.37
HD 73583 b,HD 73583,1,2,Transit,K4 V,2022-03-16,2022,Transiting Exoplanet Survey Satellite (TESS),6.398042,0.0604,2.79,10.2,714,4511,0.65,0.73,4.62
HD 73583 c,HD 73583,1,2,Transit,K4 V,2022-03-16,2022,Transiting Exoplanet Survey Satellite (TESS),18.87974,0.1242,2.39,9.7,498,4511,0.65,0.73,4.62
HD 77946 b,HD 77946,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),6.527363,0.073,2.896,10.9,1129,6007,1.32,1.2,4.28
HD 80653 b,HD 80653,1,2,Transit,,2023-04-17,2020,K2,0.719573,0.01661,1.613,5.72,2463,5959,1.22,1.18,
HD 86226 c,HD 86226,1,2,Transit,G1 V,2020-08-13,2020,Transiting Exoplanet Survey Satellite (TESS),3.98442,0.049,2.16,7.25,1311,5863,1.05,1.02,4.4
HD 88986 b,HD 88986,1,1,Radial Velocity,G2 V,2023-12-04,2023,Haute-Provence Observatory,146.05,0.58,2.49,17.2,460,5861,1.54,1.25,4.16
HD 89345 b,HD 89345,1,1,Transit,,2018-08-23,2018,K2,11.8143,0.1066,7.398,34.9613,1089,5576,1.75,1.16,4.02
HD 93963 A b,HD 93963 A,2,2,Transit,,2024-07-22,2022,Transiting Exoplanet Survey Satellite (TESS),1.0376109,0.02061,1.47,2.8,1842,5908,1.03,1.08,4.45
HD 93963 A c,HD 93963 A,2,2,Transit,,2024-07-22,2022,Transiting Exoplanet Survey Satellite (TESS),3.6451389,0.04726,3.12,18.4,1212,5908,1.03,1.08,4.45
HD 95338 b,HD 95338,1,1,Radial Velocity,K0.5 V,2020-07-23,2020,Las Campanas Observatory,55.087,0.262,3.89,42.44,385,5212,0.87,0.83,4.54
HD 97658 b,HD 97658,1,1,Radial Velocity,K1 V,2023-03-28,2010,W. M. Keck Observatory,9.4897116,,2.12,8.3,751,5212,0.73,0.85,4.64
HIP 116454 b,HIP 116454,2,1,Transit,,2023-04-17,2014,K2,9.0949,0.07765,2.53,10.1,745,5089,0.72,0.76,
HIP 29442 c,HD 42813,1,3,Radial Velocity,,2023-09-05,2023,Paranal Observatory,3.53796,0.0436,1.58,4.5,1217,5289,0.98,0.89,4.39
HIP 29442 d,HD 42813,1,3,Radial Velocity,,2023-09-05,2023,Paranal Observatory,6.42975,0.0649,1.37,5.1,998,5289,0.98,0.89,4.39
HIP 65 A b,HIP 65 A,2,1,Transit,K4 V,2020-07-23,2020,Transiting Exoplanet Survey Satellite (TESS),0.9809734,0.01782,22.754,1021.18779,1411,4590,0.72,0.78,4.61
HIP 65426 b,HIP 65426,1,1,Imaging,A2 V,2017-07-13,2017,Paranal Observatory,,92,16.814,2860.47,1500,8840,1.77,1.96,
HIP 8152 b,HIP 8152,1,2,Transit,,2024-07-23,2023,Transiting Exoplanet Survey Satellite (TESS),10.751014,0.093,2.536,8.9,795,5618,0.96,0.94,4.44
HIP 8152 c,HIP 8152,1,2,Transit,,2024-07-23,2023,Transiting Exoplanet Survey Satellite (TESS),19.60562,0.139,2.524,10.7,651,5618,0.96,0.94,4.44
HIP 94235 b,HIP 94235,2,1,Transit,G V,2022-05-09,2022,Transiting Exoplanet Survey Satellite (TESS),7.713057,0.0787,3,379,1060,5991,1.08,1.09,4.46
HIP 9618 b,HIP 9618,1,2,Transit,,2024-07-22,2023,Transiting Exoplanet Survey Satellite (TESS),20.772858,0.145,3.828,8.3,641,5649,0.96,0.94,4.45
HIP 9618 c,HIP 9618,1,2,Transit,,2024-07-22,2023,Transiting Exoplanet Survey Satellite (TESS),52.56363,0.269,3.429,7,470,5649,0.96,0.94,4.45
HIP 97166 b,HIP 97166,1,2,Transit,,2024-07-23,2021,Transiting Exoplanet Survey Satellite (TESS),10.288914,0.091,2.48,19.1,702,5216,0.84,0.93,4.56
HR 2562 b,HR 2562,1,1,Imaging,F5 V,2016-09-08,2016,Gemini Observatory,,20.3,12.442,9534.9,1200,,,1.3,
HR 8799 e,HR 8799,1,4,Imaging,A5,2019-06-27,2010,W. M. Keck Observatory,,16.4,13.115,3178.3,1150,7400,,,4
K2-100 b,K2-100,1,1,Transit,G0 V,2021-07-12,2016,K2,1.6739035,0.0301,3.88,21.8,1841,5945,1.24,1.15,4.33
K2-110 b,K2-110,1,1,Transit,,2023-04-17,2017,K2,13.86375,0.10207,2.592,15.9,638,5010,0.71,0.74,
K2-111 b,K2-111,1,2,Transit,,2023-04-17,2017,K2,5.3518,0.0565,1.82,5.58,1309,5775,1.25,0.84,
K2-114 b,K2-114,1,1,Transit,,2022-02-15,2017,K2,11.3909311,0.0943,10.447,638.8351,701,4920,0.82,0.86,4.54
K2-12 b,K2-12,1,1,Transit,,2023-04-17,2015,K2,8.28246,0.0792,2.44,5.2,1026,5672,1.12,0.96,
K2-131 b,K2-131,1,1,Transit,,2023-04-17,2017,K2,0.3693038,0.00936,1.69,7.9,2223,5120,0.76,0.8,
K2-136 b,K2-136,2,3,Transit,,2023-04-10,2017,K2,7.9752,0.0707,1.014,4.3,610,4500,0.68,0.74,4.68
K2-136 c,K2-136,2,3,Transit,,2023-04-10,2017,K2,17.30713,0.1185,3,18.1,470,4500,0.68,0.74,4.68
K2-136 d,K2-136,2,3,Transit,,2023-04-10,2017,K2,25.575,0.1538,1.565,3,420,4500,0.68,0.74,4.68
K2-140 b,K2-140,1,1,Transit,G6 V,2021-07-12,2017,K2,6.569188,0.068,13.563,295.58042,962,5585,1.06,0.96,4.4
K2-141 b,K2-141,1,2,Transit,,2023-04-17,2018,K2,0.2803244,0.00747,1.51,4.97,2103,4570,0.68,0.71,
K2-141 c,K2-141,1,2,Transit,,2023-04-17,2018,K2,7.7485,0.0683,7,8,695,4570,0.68,0.71,
K2-167 b,K2-167,1,1,Transit,,2023-04-17,2018,K2,9.97748,0.091,2.3,6.5,1174,6011,1.49,1.01,
K2-18 b,K2-18,1,2,Transit,,2019-03-21,2015,K2,32.939623,0.1429,2.37,8.92,284,3457,0.41,0.36,
K2-182 b,K2-182,1,1,Transit,,2022-03-28,2018,K2,4.7369683,0.0526,2.69,20,969,5170,0.79,0.86,4.61
K2-199 b,K2-199,1,2,Transit,,2022-03-28,2018,K2,3.2253993,0.0382,1.73,6.9,913,4491,0.68,0.71,
K2-199 c,K2-199,1,2,Transit,,2022-03-28,2018,K2,7.3744897,0.0662,2.85,12.4,694,4491,0.68,0.71,
K2-216 b,K2-216,1,1,Transit,K5 V,2018-11-01,2018,K2,2.1748,0.028,1.75,8,1103,4503,0.72,0.7,4.57
K2-222 b,K2-222,1,1,Transit,,2023-04-17,2018,K2,15.38857,0.1206,2.35,8.7,871,5942,1.11,0.99,
K2-232 b,K2-232,1,1,Transit,,2018-04-05,2018,K2,11.168454,0.10356,11.209,126.49634,1030,6154,1.16,1.19,4.38
K2-233 b,K2-233,1,3,Transit,,2021-05-17,2018,K2,2.4675,0.03308,1.343,11.26,1121,5033,0.71,0.79,4.64
K2-233 c,K2-233,1,3,Transit,,2021-05-17,2018,K2,7.06005,0.06666,1.281,12.81,790,5033,0.71,0.79,4.64
K2-233 d,K2-233,1,3,Transit,,2021-05-17,2018,K2,24.3645,0.15224,2.358,21.14,523,5033,0.71,0.79,4.64
K2-237 b,K2-237,1,1,Transit,,2022-02-15,2018,K2,2.18053539,0.03558,16.197,433.20012,1828,6360,1.26,1.26,4.34
K2-238 b,K2-238,1,1,Transit,G2 V,2018-06-21,2018,K2,3.20466,0.046,14.572,273.3338,1587,5630,1.59,1.19,4.11
K2-25 b,K2-25,1,1,Transit,M4.5 V,2022-03-28,2015,K2,3.48456408,0.0287,3.44,24.5,494,3207,0.29,0.26,4.94
K2-260 b,K2-260,1,1,Transit,F6 V,2018-08-16,2018,K2,2.6266657,0.0404,17.396,451.3186,1957,6367,1.69,1.39,4.15
K2-261 b,K2-261,1,1,Transit,,2022-02-15,2018,K2,11.633478,0.1034,9.528,59.75174,1046,5445,1.64,1.09,4.04
K2-263 b,K2-263,1,1,Transit,,2023-04-17,2018,K2,50.818947,0.2573,2.41,14.9,470,5368,0.85,0.88,
K2-266 b,K2-266,2,4,Transit,,2022-10-31,2018,K2,0.658524,0.01306,3.3,11.26782,1515,4285,0.7,0.69,4.58
K2-266 c,K2-266,2,4,Transit,,2022-10-31,2018,K2,7.814,0.0679,0.705,0.29013,664,4285,0.7,0.69,4.58
K2-266 d,K2-266,2,4,Transit,,2022-10-31,2018,K2,14.697,0.1035,2.93,8.9,538,4285,0.7,0.69,4.58
K2-266 e,K2-266,2,4,Transit,,2022-10-31,2018,K2,19.482,0.1249,2.73,14.3,490,4285,0.7,0.69,4.58
K2-27 b,K2-27,3,1,Transit,,2017-02-09,2016,K2,6.771315,0.06702,4.48,30.9,902,5248,0.89,0.87,4.48
K2-280 b,K2-280,1,1,Transit,,2021-07-12,2018,K2,19.89526,0.1461,7.5,37.1,787,5500,1.28,1.03,4.21
K2-285 b,K2-285,1,4,Transit,K2 V,2018-12-13,2018,K2,3.471745,0.03817,2.59,9.68,1089,4975,0.79,0.83,4.4
K2-285 c,K2-285,1,4,Transit,K2 V,2018-12-13,2018,K2,7.138048,0.0824,3.53,15.68,741,4975,0.79,0.83,4.4
K2-285 d,K2-285,1,4,Transit,K2 V,2018-12-13,2018,K2,10.45582,0.1178,2.48,6.5,620,4975,0.79,0.83,4.4
K2-285 e,K2-285,1,4,Transit,K2 V,2018-12-13,2018,K2,14.76289,0.18041,1.95,10.7,501,4975,0.79,0.83,4.4
K2-287 b,K2-287,1,1,Transit,,2019-01-10,2018,K2,14.893291,0.1206,9.494,100.11645,804,5695,1.07,1.06,4.4
K2-29 b,K2-29,2,1,Transit,G7 V,2016-03-24,2016,K2,3.2588321,0.04217,13.339,232.0159,1171,5358,0.86,0.94,4.54
K2-290 b,K2-290,3,2,Transit,,2019-01-24,2019,K2,9.21165,0.0923,3.06,10.9,1230,6302,1.51,1.19,4.23
K2-290 c,K2-290,3,2,Transit,,2019-01-24,2019,K2,48.36685,0.305,11.276,246.00042,676,6302,1.51,1.19,4.23
K2-292 b,K2-292,1,1,Transit,G3 V,2019-02-07,2019,K2,16.9841,0.13,2.63,24.5,795,5725,1.09,1,4.33
K2-295 b,K2-295,1,1,Transit,K5 V,2019-05-23,2018,K2,4.024867,0.0451,10.054,106.47305,852,4444,0.7,0.74,4.63
K2-3 b,K2-3,1,3,Transit,M V,2023-07-10,2015,K2,10.0546535,0.0747,2.078,5.11,501,3844,0.55,0.55,4.7
K2-3 c,K2-3,1,3,Transit,M V,2023-07-10,2015,K2,24.646729,0.1357,1.582,2.68,372,3844,0.55,0.55,4.7
K2-3 d,K2-3,1,3,Transit,M V,2023-07-10,2015,K2,44.55603,0.2014,1.458,2.2,305,3844,0.55,0.55,4.7
K2-30 b,K2-30,1,1,Transit,G6 V,2016-04-14,2016,K2,4.098503,0.04839,11.646,184.02357,1092,5425,0.84,0.9,4.54
K2-32 b,K2-32,2,4,Transit,,2021-05-17,2016,K2,8.992,0.0795,5.299,15,837,5271,0.86,0.83,4.49
K2-32 c,K2-32,2,4,Transit,,2021-05-17,2016,K2,20.66093,0.13843,3.134,8.1,634,5271,0.86,0.83,4.49
K2-32 d,K2-32,2,4,Transit,,2021-05-17,2016,K2,31.71701,0.18422,3.484,6.7,550,5271,0.86,0.83,4.49
K2-32 e,K2-32,2,4,Transit,,2021-05-17,2019,K2,4.34934,0.04899,1.212,2.1,1066,5271,0.86,0.83,4.49
K2-329 b,K2-329,1,1,Transit,,2020-11-19,2020,K2,12.4551225,0.1016,8.676,82.6358,650,5282,0.82,0.9,4.57
K2-36 b,K2-36,1,2,Transit,,2023-04-17,2016,K2,1.422614,0.02288,1.43,4.3,1328,4916,0.72,0.79,
K2-36 c,K2-36,1,2,Transit,,2023-04-17,2016,K2,5.340888,0.05528,3.2,7.9,854,4916,0.72,0.79,
K2-38 b,K2-38,1,2,Transit,,2023-04-17,2016,K2,4.01593,0.0503,1.655,7.7,1310,5705,1.14,1.05,
K2-38 c,K2-38,1,2,Transit,,2023-04-17,2016,K2,10.56103,0.0959,2.49,7.4,949,5705,1.14,1.05,
K2-415 b,K2-415,1,1,Transit,M5 V,2023-03-28,2023,K2,4.0179694,0.027,1.015,7.5,412,3173,0.2,0.16,5.07
K2-416 b,K2-416,1,1,Transit,M V,2023-07-10,2023,K2,13.102,0.088,2.66,1652.70772,447,3746,0.55,0.55,4.69
K2-417 b,K2-417,1,1,Transit,M V,2023-07-10,2023,K2,6.535,0.063,3.31,699.2225,558,3861,0.58,0.57,4.67
K2-60 b,K2-60,1,1,Transit,G4 V,2017-02-02,2016,K2,3.00265,0.045,7.656,135.39558,1400,5500,1.12,0.97,4.07
K2-66 b,K2-66,1,1,Transit,,2019-07-25,2016,K2,5.06963,0.05983,2.49,21.3,1372,5887,1.67,1.11,4.03
K2-79 b,K2-79,1,1,Transit,,2023-04-17,2016,K2,10.9947,0.0988,4.09,9.2,1022,5897,1.26,1.07,
KELT-10 b,KELT-10,1,1,Transit,G0 V,2016-04-28,2016,KELT-South,4.1662739,0.0525,15.681,215.80657,1377,5948,1.21,1.11,4.32
KELT-12 b,KELT-12,1,1,Transit,,2017-04-27,2017,KELT-North,5.031623,0.06708,19.952,301.9385,1800,6279,2.37,1.59,3.89
KELT-14 b,KELT-14,1,1,Transit,G4,2016-06-03,2016,KELT-South,1.7100566,0.03005,19.537,408.09372,1970,5720,1.52,1.24,4.17
KELT-16 b,KELT-16,2,1,Transit,F7 V,2017-02-09,2017,KELT,0.9689951,0.02044,15.861,874.0325,2453,6236,1.36,1.21,4.25
KELT-17 b,KELT-17,1,1,Transit,A,2016-09-08,2016,KELT,3.0801716,0.04881,17.094,416.3573,2087,7454,1.65,1.64,4.22
KELT-18 b,KELT-18,2,1,Transit,F4 V,2017-04-27,2017,KELT-North,2.8717518,0.0455,17.598,375.0394,2085,6670,1.91,1.52,4.06
KELT-19 A b,KELT-19 A,2,1,Transit,A8 V,2018-01-11,2017,KELT,4.6117093,0.0637,21.409,1293.5681,1935,7500,1.83,1.62,4.13
KELT-20 b,KELT-20,1,1,Transit,A2 V,2017-11-02,2017,KELT-North,3.4741085,0.0542,19.515,1074.90106,2262,8720,1.56,1.76,4.29
KELT-21 b,KELT-21,1,1,Transit,A8 V,2018-02-01,2018,KELT-North,3.6127647,0.05224,17.777,1242.7153,2051,7598,1.64,1.46,4.17
KELT-23 A b,KELT-23 A,2,1,Transit,G2 V,2019-06-13,2019,KELT-North,2.255251,0.03302,14.83,298.12454,1561,5899,1,0.94,4.42
KELT-24 b,KELT-24,1,1,Transit,,2019-09-12,2019,KELT-North,5.5514926,0.06969,14.258,1646.3594,1459,6509,1.51,1.46,4.25
KELT-4 A b,KELT-4 A,3,1,Transit,F,2021-05-17,2016,KELT,2.9895932,0.04317,19.044,286.68266,1823,6206,1.6,1.2,4.11
KELT-9 b,KELT-9,2,1,Transit,B9.5-A0,2017-06-05,2017,KELT-North,1.4811235,0.03462,21.196,915.3504,4050,10170,2.36,2.52,4.09
KOI-1257 b,KOI-1257,2,1,Transit,G5 V,2014-06-25,2014,Kepler,86.647661,0.382,10.54,460.83,511,5520,1.13,0.99,4.32
KOI-13 b,KOI-13,3,1,Transit,,2015-10-15,2011,Kepler,1.763588,0.03641,16.948,2949.4624,2550,7650,1.74,1.72,4.2
KOI-1831 d,Kepler-324,1,4,Transit,,2021-06-11,2021,Kepler,34.169,,1.13,2.23,475,5233,0.83,0.9,
KOI-1833 d,Kepler-968,1,3,Transit,,2021-06-11,2021,Kepler,7.685,,2.58,11.02,613,4413,0.67,0.68,
KOI-3503 b,KOI-3503,1,2,Transit,,2021-06-11,2021,Kepler,21.185,,1.19,9.2,785,6001,1.25,0.86,
KOI-3503 c,KOI-3503,1,2,Transit,,2021-06-11,2021,Kepler,31.828,,1.21,10.36,686,6001,1.25,0.86,
KOI-3680 b,KOI-3680,1,1,Transit,,2018-12-06,2018,Kepler,141.241671,0.534,11.097,613.4119,347,5830,0.96,1.01,4.47
KOI-4777.01,KOI-4777,1,1,Transit,,2022-01-10,2014,Kepler,0.412,0.008,0.51,99.2,1180,3515,0.4,0.41,4.77
KOI-94 b,KOI-94,2,4,Transit,,2014-05-14,2013,Kepler,3.743208,0.05119,1.71,10.5,1486,6182,1.52,1.28,4.18
KOI-94 c,KOI-94,2,4,Transit,,2014-05-14,2013,Kepler,10.423648,0.1013,4.32,15.6,1012,6182,1.52,1.28,4.18
KOI-94 d,KOI-94,2,4,Transit,,2014-05-14,2013,Kepler,22.342989,0.1684,11.27,106,806,6182,1.52,1.28,4.18
KOI-94 e,KOI-94,2,4,Transit,,2014-05-14,2013,Kepler,54.32031,0.3046,6.56,35,584,6182,1.52,1.28,4.18
KPS-1 b,KPS-1,1,1,Transit,K1 V,2018-04-26,2018,Acton Sky Portal Observatory,1.706291,0.0269,11.545,346.4347,1459,5165,0.91,0.89,4.47
Kepler-10 b,Kepler-10,1,3,Transit,,2023-04-17,2011,Kepler,0.8374907,0.01685,1.47,3.26,2188,5708,1.06,0.91,
Kepler-10 c,Kepler-10,1,3,Transit,,2023-04-17,2011,Kepler,45.294301,0.241,2.355,11.4,578,5708,1.06,0.91,
Kepler-101 b,Kepler-101,1,2,Transit,G3 IV,2014-09-25,2014,Kepler,3.4876812,0.0474,5.77,51.1,1513,5667,1.56,1.17,4.12
Kepler-101 c,Kepler-101,1,2,Transit,G3 IV,2014-09-25,2014,Kepler,6.02976,0.0684,1.25,3.78,1413,5667,1.56,1.17,4.12
Kepler-102 b,Kepler-102,1,5,Transit,,2023-04-17,2014,Kepler,5.286965,0.05521,0.46,1.1,857,4909,0.72,0.8,
Kepler-102 c,Kepler-102,1,5,Transit,,2023-04-17,2014,Kepler,7.071392,0.06702,0.567,1.7,777,4909,0.72,0.8,
Kepler-102 d,Kepler-102,1,5,Transit,,2023-04-17,2014,Kepler,10.311767,0.08618,1.154,3,686,4909,0.72,0.8,
Kepler-102 e,Kepler-102,1,5,Transit,,2023-04-17,2013,Kepler,16.1456994,0.1162,2.17,4.7,590,4909,0.72,0.8,
Kepler-102 f,Kepler-102,1,5,Transit,,2023-04-17,2014,Kepler,27.453592,0.1656,0.861,4.3,495,4909,0.72,0.8,
Kepler-103 b,Kepler-103,1,2,Transit,,2023-04-17,2014,Kepler,15.9653287,0.13223,3.486,9.8,973,6009,1.49,1.21,
Kepler-103 c,Kepler-103,1,2,Transit,,2023-04-17,2014,Kepler,179.60978,0.6639,5.45,38,434,6009,1.49,1.21,
Kepler-107 b,Kepler-107,1,4,Transit,,2023-04-17,2014,Kepler,3.1800218,0.04544,1.536,3.8,1592,5854,1.45,1.24,
Kepler-107 c,Kepler-107,1,4,Transit,,2023-04-17,2014,Kepler,4.901452,0.06064,1.597,10,1378,5854,1.45,1.24,
Kepler-107 d,Kepler-107,1,4,Transit,,2023-04-17,2014,Kepler,7.95839,0.08377,0.86,7.7,1173,5854,1.45,1.24,
Kepler-107 e,Kepler-107,1,4,Transit,,2023-04-17,2014,Kepler,14.749143,0.12638,2.903,14.1,955,5854,1.45,1.24,
Kepler-109 b,Kepler-109,1,2,Transit,,2023-04-17,2014,Kepler,6.4816307,0.0701,2.49,4.9,1276,5950,1.39,1.09,
Kepler-109 c,Kepler-109,1,2,Transit,,2023-04-17,2014,Kepler,21.22265,0.1546,2.65,8.2,859,5950,1.39,1.09,
Kepler-111 c,Kepler-111,1,2,Transit,,2024-04-15,2014,Kepler,224.77833,0.751,7.084,222.47988,352,5914,1.15,1.12,4.37
Kepler-117 b,Kepler-117,1,2,Transit,F8 V,2014-11-19,2014,Kepler,18.7959228,0.1445,8.059,29.875,984,6150,1.61,1.13,4.1
Kepler-117 c,Kepler-117,1,2,Transit,F8 V,2014-11-19,2014,Kepler,50.790391,0.2804,12.341,584.78,704,6150,1.61,1.13,4.1
Kepler-12 b,Kepler-12,1,1,Transit,,2015-10-15,2011,Kepler,4.4379629,0.0553,19.661,137.30256,1480,5947,1.48,1.17,4.17
Kepler-138 b,Kepler-138,1,4,Transit,,2023-01-04,2014,Kepler,10.3134,0.0753,0.64,0.07,452,3841,0.54,0.54,4.71
Kepler-138 c,Kepler-138,1,4,Transit,,2023-01-04,2014,Kepler,13.7815,0.0913,1.51,2.3,410,3841,0.54,0.54,4.71
Kepler-138 d,Kepler-138,1,4,Transit,,2023-01-04,2014,Kepler,23.0923,0.1288,1.51,2.1,345,3841,0.54,0.54,4.71
Kepler-1514 b,Kepler-1514,1,2,Transit,,2021-01-11,2016,Kepler,217.83184,0.753,12.42,1678.1424,388,6145,1.29,1.2,4.29
Kepler-1654 b,Kepler-1654,1,1,Transit,G5 V,2018-03-08,2018,Kepler,1047.8356,2.026,9.18,158.915,206,5597,1.18,1.01,4.3
Kepler-1655 b,Kepler-1655,1,1,Transit,,2023-04-17,2018,Kepler,11.8728787,0.1029,2.213,5.4,938,6148,1.03,1.03,
Kepler-1661 b,Kepler-1661,2,1,Transit,K,2020-02-27,2020,Kepler,175.06,0.633,3.87,17,243,5100,0.76,0.84,4.66
Kepler-167 e,Kepler-167,2,4,Transit,,2022-07-18,2016,Kepler,1071.23205,1.883,10.16,321.00669,134,4884,0.75,0.78,4.58
Kepler-17 b,Kepler-17,1,1,Transit,,2014-05-14,2011,Kepler,1.4857108,0.02591,14.68,778.65,1570,5781,1.01,1.04,4.45
Kepler-1704 b,Kepler-1704,1,1,Transit,,2022-11-07,2013,Kepler,988.88112,2.027,11.949,1322.16617,254,5746,1.7,1.13,4.03
Kepler-1876 b,Kepler-1876,1,1,Transit,,2023-04-17,2021,Kepler,6.99205,0.0758,0.853,2.4,1299,6104,1.48,1.19,
Kepler-19 b,Kepler-19,1,3,Transit,,2023-04-17,2011,Kepler,9.28699,0.0846,2.209,6.1,851,5541,0.86,0.94,
Kepler-20 b,Kepler-20,2,6,Transit,,2023-04-17,2011,Kepler,3.6961049,0.04565,1.773,9.7,1187,5495,0.92,0.93,
Kepler-20 c,Kepler-20,2,6,Transit,,2023-04-17,2011,Kepler,10.8540774,0.0936,2.894,11.1,828,5495,0.92,0.93,
Kepler-20 d,Kepler-20,2,6,Transit,,2023-04-17,2011,Kepler,77.611455,0.3474,2.606,13.4,430,5495,0.92,0.93,
Kepler-20 e,Kepler-20,2,6,Transit,,2023-04-17,2011,Kepler,6.0984882,0.0637,0.821,0.76,1004,5495,0.92,0.93,
Kepler-20 f,Kepler-20,2,6,Transit,,2023-04-17,2011,Kepler,19.578328,0.1387,0.952,1.4,681,5495,0.92,0.93,
Kepler-21 b,Kepler-21,2,1,Transit,,2023-04-17,2012,Kepler,2.7858212,0.0434,1.639,7.5,2015,6305,1.9,1.41,
Kepler-22 b,Kepler-22,1,1,Transit,,2023-04-17,2011,Kepler,289.863876,0.812,2.1,9.1,279,5596,0.87,0.86,
Kepler-323 b,Kepler-323,1,2,Transit,,2023-04-17,2014,Kepler,1.678328,0.02778,1.381,3.9,1838,6004,1.12,1.01,
Kepler-323 c,Kepler-323,1,2,Transit,,2023-04-17,2014,Kepler,3.5538229,0.0458,1.57,6.8,1431,6004,1.12,1.01,
Kepler-37 b,Kepler-37,1,4,Transit,,2023-04-17,2013,Kepler,13.36702,0.1019,0.31,0.79,718,5357,0.79,0.79,
Kepler-37 c,Kepler-37,1,4,Transit,,2023-04-17,2013,Kepler,21.301848,0.139,0.755,1.3,615,5357,0.79,0.79,
Kepler-37 d,Kepler-37,1,4,Transit,,2023-04-17,2013,Kepler,39.7922622,0.2109,2.03,2,499,5357,0.79,0.79,
Kepler-38 b,Kepler-38,2,1,Transit,G4 V,2014-05-14,2012,Kepler,105.599,0.4632,4.3,122,475,5623,1.75,0.94,3.93
Kepler-39 b,Kepler-39,1,1,Transit,F7 V,2015-01-29,2011,Kepler,21.08721,0.164,13.9,6388.1,897,6350,1.4,1.29,4.4
Kepler-4 b,Kepler-4,1,1,Transit,,2014-05-14,2009,Kepler,3.21346,0.0456,4.002,24.472,1650,5857,1.49,1.22,4.17
Kepler-40 b,Kepler-40,1,1,Transit,F5 IV,2014-05-14,2010,Kepler,6.87349,0.08,13.11,699.2,1620,6510,2.13,1.48,3.94
Kepler-409 b,Kepler-409,1,1,Transit,,2023-04-17,2014,Kepler,68.9583216,0.3192,1.199,6,438,5421,0.9,0.91,
Kepler-41 b,Kepler-41,1,1,Transit,G2 V,2015-01-29,2011,Kepler,1.8555582,0.03101,14.46,177.98,1790,5750,1.29,1.15,4.28
Kepler-411 b,Kepler-411,2,4,Transit,K2 V,2019-07-11,2013,Kepler,3.005156,0.0375,2.401,25.6,1138,,0.82,0.87,
Kepler-411 c,Kepler-411,2,4,Transit,K2 V,2019-07-25,2016,Kepler,7.834435,0.0739,4.421,26.4,838,,0.82,0.87,
Kepler-411 d,Kepler-411,2,4,Transit,K2 V,2019-07-25,2018,Kepler,58.02035,0.279,3.319,15.2,410,,0.82,0.87,
Kepler-412 b,Kepler-412,1,1,Transit,,2015-10-15,2014,Kepler,1.7208604,0.02897,15.031,299.07803,1850,5750,1.29,1.17,4.3
Kepler-423 b,Kepler-423,1,1,Transit,G4 V,2015-01-22,2014,Kepler,2.6843285,0.03585,13.361,189.101,1605,5560,0.95,0.85,4.41
Kepler-425 b,Kepler-425,1,1,Transit,K1 V,2014-10-03,2014,Kepler,3.79701816,0.0464,10.962,79.45,1070,5170,0.86,0.93,4.54
Kepler-426 b,Kepler-426,1,1,Transit,G1 V,2014-10-03,2014,Kepler,3.21751883,0.0414,12.22,108.06,1300,5725,0.92,0.91,4.47
Kepler-427 b,Kepler-427,1,1,Transit,G2 V,2014-10-03,2014,Kepler,10.290994,0.091,13.79,92.17,1100,5800,1.35,0.96,4.14
Kepler-428 b,Kepler-428,1,1,Transit,K1 V,2014-10-03,2014,Kepler,3.52563254,0.0433,12.11,403.63,1070,5150,0.8,0.87,4.57
Kepler-43 b,Kepler-43,1,1,Transit,,2015-10-15,2011,Kepler,3.0240949,0.046,13.664,1026.5909,1620,6041,1.42,1.32,4.26
Kepler-433 b,Kepler-433,1,1,Transit,,2015-01-14,2015,Kepler,5.33408384,0.0679,16.25,896.24,1776,6360,2.26,1.46,3.89
Kepler-434 b,Kepler-434,1,1,Transit,,2015-01-14,2015,Kepler,12.8747099,0.1143,12.67,908.96,1000,5977,1.38,1.2,4.24
Kepler-435 b,Kepler-435,1,1,Transit,,2015-01-14,2015,Kepler,8.6001536,0.0948,22.31,266.97,1729,6161,3.21,1.54,3.61
Kepler-44 b,Kepler-44,1,1,Transit,G2 IV,2024-07-12,2011,Kepler,3.2467293,0.0446,12.22,317.82,1544,5800,1.35,1.12,4.22
